Data / Date;1 USD;1 DEM;1 GBP;1 CHF;1 FRF;1 XEU;1 XDR;1 AUD;1 ATS;100 BEF;1 DKK;1 FIM;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;1 NOK;100 PTE;1 SEK;100 ITL;100 LUF; (source: https://www.nbp.pl/kursy/Archiwum/archiwum_tab_a_1995.xls, 2020.02.22)
21.06.1995;2,3400;1,6790;3,7530;2,0293;0,4791;3,1026;3,6660;1,7001;0,2391;8,1832;0,4302;0,5462;1,9308;1,5019;3,8342;2,7766;1,6996;0,3774;1,5940;0,3220;0,1430;8,1832
22.06.1995;2,3345;1,6865;3,7574;2,0415;0,4814;3,1135;3,6602;1,6835;0,2400;8,2056;0,4315;0,5483;1,9384;1,5083;3,8296;2,7739;1,6935;0,3786;1,5995;0,3233;0,1435;8,2056
23.06.1995;2,3450;1,6815;3,7430;2,0305;0,4806;3,1072;3,6906;1,6902;0,2391;8,1836;0,4304;0,5458;1,9372;1,5019;3,8211;2,7737;1,7071;0,3776;1,5980;0,3222;0,1441;8,1836
26.06.1995;2,3370;1,6865;3,7302;2,0364;0,4801;3,1090;3,6613;1,6846;0,2397;8,2043;0,4317;0,5485;1,9374;1,5052;3,8261;2,7780;1,7014;0,3783;1,5971;0,3229;0,1441;8,2043
27.06.1995;2,3430;1,6920;3,7137;2,0481;0,4822;3,1153;3,6799;1,6788;0,2407;8,2355;0,4335;0,5529;1,9400;1,5102;3,8228;2,7851;1,7052;0,3796;1,6042;0,3240;0,1440;8,2355
28.06.1995;2,3465;1,6910;3,7146;2,0378;0,4803;3,1092;3,6854;1,6771;0,2399;8,2146;0,4319;0,5502;1,9308;1,5056;3,8291;2,7712;1,7049;0,3780;1,5930;0,3227;0,1437;8,2146
29.06.1995;2,3525;1,6870;3,7264;2,0305;0,4814;3,1130;3,6844;1,6826;0,2400;8,2115;0,4326;0,5500;1,9317;1,5068;3,8490;2,7603;1,7102;0,3790;1,5968;0,3237;0,1438;8,2115
30.06.1995;2,3420;1,6935;3,7347;2,0344;0,4827;3,1139;3,6680;1,6657;0,2404;8,2233;0,4331;0,5472;1,9311;1,5093;3,8425;2,7595;1,7008;0,3795;1,6011;0,3215;0,1428;8,2233
3.07.1995;2,3430;1,6960;3,7392;2,0418;0,4838;3,1215;3,6759;1,6645;0,2410;8,2427;0,4341;0,5486;1,9370;1,5135;3,8517;2,7639;1,7090;0,3804;1,6047;0,3224;0,1438;8,2427
4.07.1995;2,3435;1,6970;3,7394;2,0432;0,4842;3,1272;3,6784;1,6654;0,2414;8,2554;0,4346;0,5504;1,9444;1,5148;3,8481;2,7676;1,7077;0,3809;1,6074;0,3239;0,1445;8,2554
5.07.1995;2,3460;1,6950;3,7291;2,0384;0,4843;3,1255;3,6823;1,6623;0,2409;8,2424;0,4336;0,5497;1,9452;1,5115;3,8340;2,7600;1,7123;0,3803;1,6060;0,3238;0,1446;8,2424
6.07.1995;2,3495;1,6990;3,7520;2,0493;0,4859;3,1360;3,6838;1,6708;0,2418;8,2671;0,4358;0,5518;1,9534;1,5183;3,8592;2,7615;1,7152;0,3820;1,6118;0,3243;0,1450;8,2671
7.07.1995;2,3640;1,7045;3,7703;2,0507;0,4876;3,1486;3,7071;1,6882;0,2420;8,2991;0,4362;0,5546;1,9660;1,5188;3,8703;2,7402;1,7331;0,3822;1,6142;0,3266;0,1466;8,2991
10.07.1995;2,3705;1,6990;3,7771;2,0425;0,4880;3,1456;3,7068;1,6958;0,2414;8,2653;0,4359;0,5522;1,9603;1,5154;3,8683;2,7185;1,7540;0,3821;1,6126;0,3273;0,1468;8,2653
11.07.1995;2,3755;1,6930;3,7700;2,0373;0,4873;3,1347;3,6956;1,7105;0,2404;8,2200;0,4344;0,5514;1,9706;1,5092;3,8758;2,7173;1,7551;0,3805;1,6066;0,3272;0,1465;8,2200
12.07.1995;2,3770;1,6920;3,7850;2,0321;0,4869;3,1404;3,6904;1,7156;0,2407;8,2357;0,4349;0,5528;1,9716;1,5116;3,8821;2,7166;1,7558;0,3811;1,6093;0,3291;0,1467;8,2357
13.07.1995;2,3820;1,6925;3,7930;2,0246;0,4866;3,1421;3,6930;1,7485;0,2410;8,2471;0,4348;0,5538;1,9817;1,5119;3,8902;2,6981;1,7614;0,3814;1,6111;0,3297;0,1473;8,2471
14.07.1995;2,3675;1,7050;3,7783;2,0383;0,4889;3,1562;3,6569;1,7296;0,2423;8,2852;0,4373;0,5564;1,9920;1,5212;3,8875;2,7076;1,7409;0,3834;1,6209;0,3298;0,1471;8,2852
17.07.1995;2,3760;1,7010;3,7895;2,0337;0,4892;3,1550;3,7004;1,7398;0,2420;8,2730;0,4367;0,5574;1,9891;1,5192;3,8938;2,6742;1,7516;0,3831;1,6193;0,3306;0,1473;8,2730
18.07.1995;2,3725;1,7035;3,7857;2,0395;0,4896;3,1587;3,6732;1,7318;0,2423;8,2847;0,4373;0,5578;1,9791;1,5209;3,8874;2,6785;1,7428;0,3837;1,6202;0,3297;0,1470;8,2847
19.07.1995;2,3675;1,7075;3,7735;2,0450;0,4908;3,1596;3,6734;1,7360;0,2428;8,3041;0,4387;0,5602;1,9779;1,5235;3,8811;2,6995;1,7376;0,3843;1,6236;0,3303;0,1461;8,3041
20.07.1995;2,3635;1,7125;3,7744;2,0541;0,4921;3,1674;3,6792;1,7306;0,2435;8,3266;0,4400;0,5619;1,9967;1,5280;3,8854;2,6905;1,7320;0,3852;1,6288;0,3304;0,1466;8,3266
21.07.1995;2,3690;1,7090;3,7759;2,0490;0,4919;3,1633;3,6935;1,7442;0,2428;8,3124;0,4387;0,5597;1,9853;1,5247;3,8868;2,6717;1,7418;0,3842;1,6253;0,3309;0,1477;8,3124
24.07.1995;2,3690;1,7115;3,7837;2,0555;0,4932;3,1714;3,6837;1,7471;0,2434;8,3254;0,4397;0,5623;1,9916;1,5276;3,8957;2,7057;1,7452;0,3851;1,6329;0,3320;0,1485;8,3254
25.07.1995;2,3685;1,7095;3,7787;2,0574;0,4926;3,1690;3,6893;1,7462;0,2430;8,3240;0,4389;0,5638;1,9942;1,5253;3,8936;2,7149;1,7446;0,3847;1,6319;0,3330;0,1483;8,3240
26.07.1995;2,3765;1,7060;3,7903;2,0524;0,4920;3,1750;3,7034;1,7550;0,2433;8,3201;0,4396;0,5636;1,9926;1,5221;3,9094;2,6943;1,7501;0,3846;1,6367;0,3343;0,1487;8,3201
27.07.1995;2,3720;1,7125;3,7813;2,0626;0,4935;3,1796;3,6838;1,7410;0,2433;8,3345;0,4400;0,5644;1,9941;1,5287;3,8975;2,6950;1,7437;0,3860;1,6393;0,3352;0,1490;8,3345
28.07.1995;2,3720;1,7130;3,7897;2,0590;0,4948;3,1792;3,6918;1,7448;0,2434;8,3243;0,4404;0,5651;1,9958;1,5283;3,9032;2,6808;1,7385;0,3864;1,6385;0,3363;0,1494;8,3243
31.07.1995;2,3685;1,7160;3,7951;2,0684;0,4969;3,1916;3,6824;1,7467;0,2442;8,3504;0,4418;0,5658;1,9976;1,5333;3,9045;2,6958;1,7266;0,3876;1,6448;0,3365;0,1494;8,3504
1.08.1995;2,3720;1,7145;3,7879;2,0624;0,4958;3,1805;3,6993;1,7570;0,2435;8,3251;0,4406;0,5650;1,9913;1,5284;3,8962;2,6845;1,7368;0,3851;1,6448;0,3344;0,1492;8,3251
2.08.1995;2,3845;1,7155;3,8213;2,0729;0,4973;3,1912;3,7096;1,7639;0,2439;8,3418;0,4419;0,5684;2,0085;1,5315;3,9180;2,6465;1,7503;0,3878;1,6517;0,3369;0,1508;8,3418
3.08.1995;2,3840;1,7095;3,8224;2,0659;0,4964;3,1855;3,6944;1,7636;0,2432;8,3162;0,4408;0,5677;1,9983;1,5265;3,9165;2,6337;1,7553;0,3874;1,6464;0,3369;0,1512;8,3162
4.08.1995;2,3880;1,7080;3,8275;2,0666;0,4962;3,1806;3,6880;1,7747;0,2429;8,3075;0,4410;0,5681;1,9989;1,5249;3,9205;2,6199;1,7600;0,3874;1,6459;0,3378;0,1512;8,3075
7.08.1995;2,3920;1,7065;3,8352;2,0630;0,4956;3,1838;3,6891;1,7737;0,2426;8,2955;0,4403;0,5690;2,0067;1,5220;3,9394;2,6242;1,7654;0,3871;1,6460;0,3379;0,1521;8,2955
8.08.1995;2,3995;1,7015;3,8374;2,0544;0,4933;3,1702;3,6984;1,7847;0,2420;8,2827;0,4389;0,5670;1,9948;1,5189;3,9317;2,6167;1,7720;0,3860;1,6370;0,3358;0,1511;8,2827
9.08.1995;2,3995;1,7030;3,8392;2,0545;0,4935;3,1718;3,6813;1,7810;0,2421;8,2856;0,4389;0,5683;1,9942;1,5196;3,9272;2,6218;1,7639;0,3862;1,6408;0,3351;0,1511;8,2856
10.08.1995;2,4035;1,7040;3,8395;2,0588;0,4929;3,1755;3,6909;1,7830;0,2422;8,2994;0,4393;0,5723;1,9971;1,5202;3,9324;2,6034;1,7708;0,3869;1,6401;0,3375;0,1519;8,2994
11.08.1995;2,4275;1,6935;3,8452;2,0442;0,4936;3,1753;3,7203;1,8052;0,2411;8,2554;0,4383;0,5740;1,9893;1,5167;3,9376;2,5935;1,7882;0,3870;1,6354;0,3394;0,1525;8,2554
16.08.1995;2,4690;1,6720;3,8279;2,0096;0,4884;3,1456;3,7245;1,8061;0,2378;8,1418;0,4318;0,5676;1,9658;1,4940;3,9042;2,5271;1,8166;0,3823;1,6185;0,3379;0,1525;8,1418
17.08.1995;2,4770;1,6675;3,8108;2,0036;0,4869;3,1331;3,6882;1,8148;0,2370;8,1133;0,4303;0,5642;1,9593;1,4895;3,8916;2,5205;1,8225;0,3815;1,6157;0,3375;0,1522;8,1133
18.08.1995;2,4690;1,6740;3,8072;2,0162;0,4884;3,1384;3,6599;1,8193;0,2379;8,1445;0,4320;0,5639;1,9636;1,4945;3,8962;2,5362;1,8184;0,3830;1,6206;0,3357;0,1523;8,1445
21.08.1995;2,4695;1,6745;3,8068;2,0245;0,4890;3,1439;3,6831;1,8185;0,2382;8,1515;0,4326;0,5656;1,9687;1,4969;3,8951;2,5543;1,8165;0,3834;1,6223;0,3356;0,1524;8,1515
22.08.1995;2,4830;1,6705;3,8124;2,0104;0,4879;3,1359;3,7027;1,8375;0,2374;8,1290;0,4309;0,5668;1,9650;1,4916;3,8986;2,5638;1,8286;0,3823;1,6163;0,3379;0,1527;8,1290
23.08.1995;2,4810;1,6740;3,8163;2,0261;0,4889;3,1433;3,6903;1,8393;0,2381;8,1371;0,4320;0,5669;1,9679;1,4951;3,9040;2,5737;1,8272;0,3837;1,6219;0,3383;0,1532;8,1371
24.08.1995;2,4870;1,6710;3,8498;2,0380;0,4901;3,1461;3,7009;1,8430;0,2392;8,1421;0,4346;0,5701;1,9683;1,5005;3,9221;2,5826;1,8299;0,3859;1,6300;0,3411;0,1544;8,1421
25.08.1995;2,4775;1,6780;3,8245;2,0374;0,4885;3,1504;3,6851;1,8415;0,2383;8,1577;0,4328;0,5672;1,9710;1,4993;3,9108;2,5647;1,8400;0,3839;1,6194;0,3387;0,1536;8,1577
28.08.1995;2,4660;1,6880;3,8334;2,0490;0,4884;3,1595;3,6768;1,8284;0,2399;8,1683;0,4330;0,5671;1,9716;1,5071;3,9211;2,5594;1,8344;0,3853;1,6168;0,3382;0,1523;8,1683
29.08.1995;2,4735;1,6845;3,8319;2,0457;0,4888;3,1538;3,6990;1,8552;0,2396;8,1918;0,4342;0,5658;1,9698;1,5043;3,9212;2,5395;1,8425;0,3848;1,6217;0,3381;0,1513;8,1918
30.08.1995;2,4825;1,6795;3,8340;2,0424;0,4891;3,1492;3,7014;1,8709;0,2389;8,1648;0,4331;0,5648;1,9649;1,4994;3,9218;2,5139;1,8572;0,3847;1,6186;0,3388;0,1523;8,1648
31.08.1995;2,4720;1,6860;3,8403;2,0544;0,4907;3,1587;3,6682;1,8613;0,2398;8,2051;0,4343;0,5632;1,9741;1,5045;3,9282;2,5380;1,8423;0,3858;1,6244;0,3389;0,1525;8,2051
1.09.1995;2,4740;1,6850;3,8398;2,0574;0,4887;3,1500;3,6925;1,8568;0,2394;8,1921;0,4340;0,5616;1,9635;1,5045;3,9270;2,5325;1,8421;0,3853;1,6221;0,3374;0,1516;8,1921
4.09.1995;2,4670;1,6915;3,8421;2,0650;0,4893;3,1572;3,6766;1,8496;0,2404;8,2179;0,4350;0,5638;1,9693;1,5086;3,9308;2,5278;1,8365;0,3862;1,6231;0,3383;0,1519;8,2179
5.09.1995;2,4770;1,6900;3,8523;2,0619;0,4898;3,1578;3,6915;1,8638;0,2404;8,2178;0,4359;0,5648;1,9698;1,5092;3,9355;2,5314;1,8478;0,3865;1,6252;0,3394;0,1524;8,2178
6.09.1995;2,4885;1,6830;3,8504;2,0460;0,4889;3,1476;3,7081;1,8709;0,2394;8,1764;0,4343;0,5676;1,9681;1,5025;3,9245;2,5111;1,8624;0,3855;1,6298;0,3413;0,1526;8,1764
7.09.1995;2,4880;1,6845;3,8526;2,0471;0,4885;3,1546;3,6903;1,8714;0,2394;8,1842;0,4346;0,5676;1,9638;1,5024;3,9175;2,5222;1,8621;0,3851;1,6208;0,3414;0,1534;8,1842
8.09.1995;2,4710;1,6640;3,8221;2,0229;0,4846;3,1203;3,6683;1,8593;0,2366;8,0804;0,4302;0,5627;1,9476;1,4856;3,8901;2,4752;1,8392;0,3815;1,6066;0,3412;0,1525;8,0804
11.09.1995;2,4595;1,6730;3,8120;2,0412;0,4854;3,1283;3,6308;1,8509;0,2376;8,1306;0,4322;0,5623;1,9562;1,4927;3,8892;2,4740;1,8323;0,3833;1,6108;0,3448;0,1525;8,1306
12.09.1995;2,4645;1,6710;3,8286;2,0435;0,4839;3,1271;3,6592;1,8712;0,2377;8,1291;0,4322;0,5641;1,9561;1,4925;3,9026;2,4488;1,8299;0,3829;1,6116;0,3462;0,1528;8,1291
13.09.1995;2,4730;1,6660;3,8365;2,0399;0,4832;3,1221;3,6556;1,8905;0,2370;8,1095;0,4307;0,5612;1,9503;1,4890;3,9105;2,4161;1,8297;0,3819;1,6063;0,3478;0,1532;8,1095
14.09.1995;2,4765;1,6660;3,8348;2,0458;0,4833;3,1226;3,6371;1,8810;0,2368;8,0972;0,4301;0,5585;1,9532;1,4876;3,9080;2,4148;1,8160;0,3821;1,6042;0,3456;0,1538;8,0972
15.09.1995;2,4810;1,6645;3,8400;2,0398;0,4827;3,1137;3,6421;1,8909;0,2362;8,0749;0,4292;0,5594;1,9508;1,4831;3,9132;2,3948;1,8180;0,3812;1,6000;0,3475;0,1541;8,0749
18.09.1995;2,4780;1,6665;3,8318;2,0522;0,4845;3,1244;3,6302;1,8715;0,2369;8,0980;0,4307;0,5610;1,9504;1,4875;3,9141;2,3913;1,8137;0,3816;1,6050;0,3456;0,1538;8,0980
19.09.1995;2,4810;1,6670;3,8340;2,0564;0,4854;3,1274;3,6357;1,8874;0,2372;8,1092;0,4307;0,5597;1,9492;1,4892;3,9145;2,3799;1,8211;0,3818;1,6041;0,3452;0,1536;8,1092
20.09.1995;2,4780;1,6710;3,8359;2,0754;0,4866;3,1359;3,6255;1,8770;0,2379;8,1366;0,4324;0,5611;1,9543;1,4940;3,9196;2,3922;1,8190;0,3831;1,6059;0,3493;0,1541;8,1366
21.09.1995;2,4475;1,6905;3,8314;2,1126;0,4911;3,1520;3,5892;1,8484;0,2406;8,2145;0,4361;0,5649;1,9668;1,5099;3,9160;2,4402;1,8044;0,3862;1,6185;0,3468;0,1525;8,2145
22.09.1995;2,4265;1,7040;3,8309;2,1187;0,4915;3,1550;3,6093;1,8149;0,2420;8,2802;0,4380;0,5649;1,9616;1,5199;3,9213;2,4547;1,7921;0,3867;1,6236;0,3433;0,1509;8,2802
25.09.1995;2,4315;1,7050;3,8225;2,1125;0,4919;3,1525;3,6553;1,8171;0,2422;8,2887;0,4378;0,5635;1,9656;1,5209;3,9048;2,4365;1,8067;0,3867;1,6235;0,3474;0,1509;8,2887
26.09.1995;2,4440;1,6985;3,8361;2,0995;0,4918;3,1572;3,6658;1,8299;0,2415;8,2609;0,4379;0,5640;1,9708;1,5174;3,9192;2,4310;1,8147;0,3862;1,6248;0,3495;0,1520;8,2609
27.09.1995;2,4375;1,7080;3,8229;2,1168;0,4940;3,1681;3,6364;1,8223;0,2428;8,3078;0,4400;0,5623;1,9777;1,5254;3,9113;2,4399;1,8076;0,3875;1,6323;0,3475;0,1518;8,3078
28.09.1995;2,4330;1,7120;3,8400;2,1203;0,4959;3,1688;3,6346;1,8324;0,2433;8,3179;0,4404;0,5657;1,9809;1,5287;3,9255;2,4387;1,8009;0,3889;1,6314;0,3469;0,1510;8,3179
29.09.1995;2,4330;1,7110;3,8436;2,1188;0,4948;3,1589;3,6564;1,8378;0,2430;8,3094;0,4398;0,5705;1,9713;1,5263;3,9305;2,4630;1,8061;0,3878;1,6282;0,3497;0,1509;8,3094
2.10.1995;2,4435;1,7055;3,8767;2,1220;0,4955;3,1672;3,6805;1,8626;0,2423;8,3028;0,4406;0,5697;1,9785;1,5249;3,9564;2,4301;1,8256;0,3893;1,6334;0,3521;0,1517;8,3028
3.10.1995;2,4500;1,7025;3,8809;2,1148;0,4938;3,1580;3,6649;1,8765;0,2423;8,2931;0,4397;0,5691;1,9752;1,5222;3,9593;2,4204;1,8424;0,3882;1,6271;0,3516;0,1510;8,2931
4.10.1995;2,4505;1,7065;3,8737;2,1251;0,4937;3,1623;3,6684;1,8758;0,2422;8,2969;0,4395;0,5690;1,9750;1,5226;3,9518;2,4228;1,8393;0,3885;1,6283;0,3523;0,1520;8,2969
5.10.1995;2,4500;1,7100;3,8754;2,1273;0,4929;3,1459;3,6556;1,8628;0,2427;8,3135;0,4400;0,5689;1,9787;1,5254;3,9497;2,4342;1,8347;0,3888;1,6316;0,3522;0,1521;8,3135
6.10.1995;2,4360;1,7195;3,8630;2,1432;0,4902;3,1436;3,6358;1,8495;0,2442;8,3526;0,4417;0,5684;1,9748;1,5351;3,9347;2,4372;1,8244;0,3893;1,6322;0,3478;0,1510;8,3526
9.10.1995;2,4355;1,7220;3,8579;2,1325;0,4910;3,1536;3,6503;1,8603;0,2450;8,3624;0,4432;0,5699;1,9819;1,5386;3,9320;2,4342;1,8254;0,3898;1,6381;0,3494;0,1516;8,3624
10.10.1995;2,4410;1,7210;3,8544;2,1254;0,4904;3,1533;3,6586;1,8474;0,2445;8,3639;0,4428;0,5683;1,9837;1,5362;3,9339;2,4229;1,8220;0,3899;1,6375;0,3516;0,1516;8,3639
11.10.1995;2,4475;1,7190;3,8519;2,1183;0,4919;3,1524;3,6683;1,8705;0,2441;8,3419;0,4428;0,5680;1,9844;1,5340;3,9355;2,4233;1,8326;0,3901;1,6360;0,3513;0,1520;8,3419
12.10.1995;2,4470;1,7225;3,8511;2,1223;0,4935;3,1672;3,6582;1,8566;0,2447;8,3572;0,4440;0,5696;1,9884;1,5379;3,9385;2,4452;1,8252;0,3921;1,6390;0,3529;0,1528;8,3572
13.10.1995;2,4515;1,7200;3,8552;2,1245;0,4939;3,1710;3,6694;1,8610;0,2443;8,3599;0,4434;0,5701;1,9952;1,5361;3,9458;2,4399;1,8332;0,3919;1,6340;0,3542;0,1531;8,3599
16.10.1995;2,4490;1,7240;3,8616;2,1327;0,4943;3,1768;3,6601;1,8528;0,2452;8,3856;0,4446;0,5696;2,0000;1,5415;3,9462;2,4411;1,8299;0,3926;1,6420;0,3527;0,1530;8,3856
17.10.1995;2,4515;1,7240;3,8540;2,1290;0,4930;3,1718;3,6688;1,8573;0,2453;8,3783;0,4452;0,5705;1,9971;1,5411;3,9344;2,4400;1,8334;0,3920;1,6395;0,3545;0,1531;8,3783
18.10.1995;2,4530;1,7255;3,8515;2,1238;0,4921;3,1697;3,6678;1,8499;0,2452;8,3835;0,4444;0,5707;1,9947;1,5411;3,9330;2,4356;1,8310;0,3921;1,6381;0,3562;0,1530;8,3835
19.10.1995;2,4505;1,7310;3,8500;2,1239;0,4929;3,1825;3,6761;1,8458;0,2456;8,4123;0,4452;0,5755;2,0003;1,5434;3,9365;2,4323;1,8313;0,3930;1,6424;0,3610;0,1532;8,4123
20.10.1995;2,4415;1,7405;3,8394;2,1360;0,4933;3,1923;3,6528;1,8293;0,2466;8,4306;0,4483;0,5765;2,0062;1,5570;3,9259;2,4330;1,8116;0,3959;1,6497;0,3639;0,1525;8,4306
23.10.1995;2,4290;1,7505;3,8324;2,1484;0,4949;3,1864;3,6400;1,8180;0,2485;8,5019;0,4489;0,5776;2,0116;1,5613;3,9266;2,4313;1,7800;0,3940;1,6490;0,3624;0,1506;8,5019
24.10.1995;2,4300;1,7490;3,8358;2,1438;0,4973;3,1848;3,6657;1,8202;0,2478;8,4906;0,4485;0,5772;2,0088;1,5582;3,9365;2,4250;1,7642;0,3938;1,6508;0,3636;0,1503;8,4906
25.10.1995;2,4385;1,7450;3,8499;2,1407;0,4971;3,1867;3,6796;1,8300;0,2479;8,4817;0,4491;0,5798;2,0078;1,5572;3,9496;2,4012;1,7832;0,3944;1,6499;0,3693;0,1507;8,4817
26.10.1995;2,4415;1,7465;3,8461;2,1464;0,4962;3,1799;3,6698;1,8486;0,2485;8,4789;0,4486;0,5773;1,9956;1,5562;3,9481;2,4060;1,7860;0,3931;1,6465;0,3680;0,1527;8,4789
27.10.1995;2,4330;1,7520;3,8485;2,1560;0,5004;3,2017;3,6553;1,8342;0,2484;8,5070;0,4508;0,5789;2,0054;1,5609;3,9529;2,4125;1,7728;0,3944;1,6534;0,3705;0,1524;8,5070
30.10.1995;2,4500;1,7395;3,8577;2,1510;0,5006;3,1889;3,6842;1,8611;0,2469;8,4541;0,4480;0,5761;2,0035;1,5503;3,9580;2,4028;1,7962;0,3933;1,6480;0,3699;0,1532;8,4541
31.10.1995;2,4525;1,7380;3,8677;2,1526;0,5004;3,1896;3,6731;1,8653;0,2469;8,4511;0,4478;0,5762;2,0034;1,5504;3,9678;2,4012;1,8323;0,3930;1,6476;0,3675;0,1538;8,4511
2.11.1995;2,4610;1,7330;3,8909;2,1503;0,5023;3,1792;3,6775;1,8671;0,2461;8,4281;0,4468;0,5752;2,0071;1,5460;3,9828;2,3707;1,8250;0,3928;1,6492;0,3700;0,1542;8,4281
3.11.1995;2,4635;1,7330;3,8863;2,1525;0,5017;3,1791;3,6659;1,8650;0,2461;8,4222;0,4469;0,5759;2,0100;1,5464;3,9721;2,3732;1,8339;0,3934;1,6482;0,3689;0,1542;8,4222
6.11.1995;2,4550;1,7395;3,8802;2,1649;0,5018;3,1809;3,6489;1,8566;0,2472;8,4568;0,4488;0,5777;2,0144;1,5533;3,9674;2,3820;1,8212;0,3937;1,6528;0,3675;0,1538;8,4568
7.11.1995;2,4605;1,7400;3,8815;2,1564;0,5030;3,1847;3,6768;1,8472;0,2470;8,4524;0,4485;0,5784;2,0157;1,5517;3,9737;2,3859;1,8143;0,3936;1,6530;0,3679;0,1541;8,4524
8.11.1995;2,4615;1,7400;3,8960;2,1602;0,5043;3,1934;3,6728;1,8483;0,2471;8,4617;0,4486;0,5793;2,0180;1,5530;3,9901;2,4096;1,8133;0,3946;1,6550;0,3700;0,1548;8,4617
9.11.1995;2,4710;1,7360;3,8993;2,1538;0,5043;3,1921;3,6930;1,8248;0,2467;8,4450;0,4476;0,5784;2,0166;1,5506;3,9868;2,4214;1,8240;0,3946;1,6535;0,3696;0,1551;8,4450
10.11.1995;2,4625;1,7450;3,8780;2,1639;0,5050;3,1898;3,6754;1,8234;0,2480;8,4972;0,4495;0,5805;2,0208;1,5573;3,9750;2,4490;1,8233;0,3949;1,6567;0,3702;0,1543;8,4972
13.11.1995;2,4630;1,7480;3,8605;2,1758;0,5057;3,1979;3,7021;1,8189;0,2484;8,5048;0,4512;0,5826;2,0261;1,5629;3,9611;2,4520;1,8231;0,3958;1,6625;0,3704;0,1545;8,5048
14.11.1995;2,4740;1,7435;3,8530;2,1647;0,5060;3,1976;3,7136;1,8360;0,2479;8,4842;0,4500;0,5824;2,0266;1,5572;3,9578;2,4279;1,8277;0,3952;1,6664;0,3707;0,1552;8,4842
15.11.1995;2,4610;1,7565;3,8363;2,1735;0,5075;3,2107;3,6748;1,8166;0,2494;8,5362;0,4524;0,5858;2,0378;1,5668;3,9496;2,4324;1,8132;0,3971;1,6706;0,3718;0,1545;8,5362
16.11.1995;2,4665;1,7540;3,8485;2,1703;0,5087;3,2116;3,7046;1,8208;0,2494;8,5316;0,4526;0,5868;2,0404;1,5669;3,9565;2,4308;1,8222;0,3976;1,6727;0,3727;0,1554;8,5316
17.11.1995;2,4645;1,7580;3,8388;2,1733;0,5087;3,2165;3,6943;1,8216;0,2497;8,5469;0,4534;0,5887;2,0418;1,5698;3,9603;2,4174;1,8171;0,3979;1,6737;0,3758;0,1551;8,5469
20.11.1995;2,4790;1,7515;3,8309;2,1679;0,5089;3,2091;3,7172;1,8435;0,2489;8,5130;0,4523;0,5874;2,0367;1,5635;3,9632;2,4261;1,8347;0,3974;1,6716;0,3775;0,1553;8,5130
21.11.1995;2,4750;1,7550;3,8456;2,1724;0,5089;3,2168;3,6951;1,8426;0,2495;8,5404;0,4530;0,5872;2,0412;1,5673;3,9689;2,4360;1,8320;0,3975;1,6767;0,3776;0,1555;8,5404
22.11.1995;2,4740;1,7550;3,8554;2,1769;0,5091;3,2205;3,7025;1,8338;0,2496;8,5384;0,4531;0,5875;2,0467;1,5679;3,9730;2,4407;1,8274;0,3977;1,6783;0,3800;0,1556;8,5384
23.11.1995;2,4775;1,7540;3,8759;2,1746;0,5092;3,2259;3,7122;1,8275;0,2492;8,5313;0,4529;0,5874;2,0490;1,5664;3,9882;2,4619;1,8307;0,3979;1,6781;0,3801;0,1558;8,5313
24.11.1995;2,4805;1,7530;3,8752;2,1740;0,5091;3,2269;3,7167;1,8325;0,2489;8,5211;0,4525;0,5875;2,0458;1,5644;3,9931;2,4440;1,8318;0,3976;1,6744;0,3808;0,1559;8,5211
27.11.1995;2,4935;1,7465;3,8821;2,1673;0,5077;3,2237;3,7361;1,8440;0,2479;8,5002;0,4505;0,5875;2,0513;1,5578;4,0095;2,4541;1,8439;0,3963;1,6792;0,3849;0,1562;8,5002
28.11.1995;2,5010;1,7435;3,8775;2,1644;0,5077;3,2325;3,7367;1,8737;0,2478;8,4780;0,4504;0,5862;2,0471;1,5566;4,0016;2,4742;1,8451;0,3960;1,6710;0,3829;0,1567;8,4780
29.11.1995;2,5055;1,7455;3,8299;2,1542;0,5088;3,2225;3,7340;1,8797;0,2478;8,4903;0,4503;0,5862;2,0472;1,5560;3,9613;2,4681;1,8446;0,3957;1,6697;0,3861;0,1567;8,4903
30.11.1995;2,5100;1,7465;3,8450;2,1508;0,5058;3,2188;3,7346;1,8678;0,2481;8,4970;0,4508;0,5862;2,0469;1,5589;3,9810;2,4785;1,8497;0,3957;1,6652;0,3843;0,1574;8,4970
1.12.1995;2,5260;1,7435;3,8594;2,1439;0,5033;3,2158;3,7539;1,8719;0,2479;8,4822;0,4501;0,5867;2,0447;1,5569;3,9968;2,4900;1,8544;0,3958;1,6629;0,3850;0,1573;8,4822
4.12.1995;2,5150;1,7525;3,8627;2,1582;0,5037;3,2235;3,7259;1,8592;0,2491;8,5283;0,4522;0,5876;2,0509;1,5657;3,9965;2,4950;1,8410;0,3975;1,6676;0,3843;0,1573;8,5283
5.12.1995;2,5160;1,7540;3,8803;2,1602;0,5060;3,2277;3,7424;1,8546;0,2493;8,5288;0,4528;0,5881;2,0514;1,5661;4,0172;2,4856;1,8395;0,3979;1,6697;0,3854;0,1571;8,5288
6.12.1995;2,5190;1,7495;3,8778;2,1591;0,5073;3,2270;3,7485;1,8669;0,2486;8,5130;0,4517;0,5889;2,0535;1,5624;4,0054;2,4817;1,8453;0,3968;1,6635;0,3836;0,1581;8,5130
